Genre,Song
Classical,Oltremare
Classical,The Riders of Rohan
Classical,Chi mai
Classical,Monday
Classical,The Shire
Classical,"16 Waltzes, Op. 39: No. 9 in D minor"
Country,Hurt
Country,Please Please Please
Country,Love Story
Country,You Belong with Me
Country,Jolene
Country,Lover
Country,Nonsense
Country,Ring of Fire
Country,Motion Sickness
Country,We Are Never Ever Getting Back Together
Country,Love Story (Taylor’s Version)
Country,I Will Wait
Country,I Walk the Line
Country,I Knew You Were Trouble.
Country,FourFiveSeconds
Country,willow
Country,You Belong with Me (Taylor’s Version)
Country,Nobody Gets Me
Country,The Climb
Country,This Is the Life
Country,Enchanted
Country,Hey Brother
Country,Perfect
Country,9 to 5
Country,Before He Cheats
Country,All Too Well (10 Minute Version) (Taylor's Version) (From the Vault)
Country,"Take Me Home, Country Roads"
Country,Mariners Apartment Complex
Country,Not Fair
Country,Our Song
Country,Need 2
Country,22
Country,I Knew You Were Trouble (Taylor's Version)
Country,Folsom Prison Blues
Country,Life Is a Highway
Country,lacy
Country,Shallow
Country,We Are Never Ever Getting Back Together (Taylor's Version)
Country,betty
Country,Back to December
Country,Timber (feat. Ke$ha)
Country,Lookin' Out My Back Door
Country,Angels Like You
Country,Harvest Moon
Country,22 (Taylor's Version)
Country,Nothing Breaks Like a Heart (feat. Miley Cyrus)
Country,Red (Taylor's Version)
Country,Sweet Creature
Country,Old Town Road - Remix
Country,July
Country,Mine
Country,"no body, no crime (feat. HAIM)"
Country,Castle on the Hill
Country,Picture to Burn
Country,TEXAS HOLD 'EM
Country,Need You Now
Country,Man! I Feel Like a Woman!
Country,Enchanted (Taylor's Version)
Country,The Way I Loved You (Taylor’s Version)
Country,"Jesus, Etc."
Country,Mean
Country,right where you left me - bonus track
Country,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From the Vault)
Country,Malibu
Country,All Too Well (Taylor's Version)
Country,Mr. Perfectly Fine (Taylor’s Version) (From the Vault)
Country,Funeral
Country,Galway Girl
Country,Fearless (Taylor’s Version)
Country,ivy
Country,Better Than Revenge
Country,Old Town Road
Country,money machine
Country,Red
Country,Sparks Fly
Country,You're Still the One
Country,I Can See You (Taylor’s Version) (From the Vault)
Country,cowboy like me
Country,All Summer Long
Country,Million Reasons
Country,dorothea
Country,Cotton Eye Joe
Country,If I Die Young
Country,Florida!!! (feat. Florence + the Machine)
Country,Back to December (Taylor's Version)
Country,The Story of Us
Country,F2F
Country,Mine (Taylor's Version)
Country,Male Fantasy
Country,Coincidence
Country,Lay Lady Lay
Country,New Year’s Day
Country,Personal Jesus
Country,But Daddy I Love Him
Country,The Man Comes Around
Country,Speak Now
Country,Lonesome Town
Country,Take It Easy
Country,All I Wanna Do
Country,Should've Said No
Country,Always Remember Us This Way
Country,The End of the World
Country,State of Grace (Taylor's Version)
Country,Two Ghosts
Country,Tim McGraw
Country,Happier
Country,All Too Well
Country,God's Gonna Cut You Down
Country,I Remember Everything (feat. Kacey Musgraves)
Country,I Had Some Help (feat. Morgan Wallen)
Country,Dear John
Country,Stay
Country,Chicken Fried
Country,Southern Nights
Country,Better Than Revenge (Taylor's Version)
Country,Home
Country,Fearless
Country,Fresh Out the Slammer
Country,Treacherous (Taylor's Version)
Country,Something in the Orange
Country,All I Want Is You
Country,tough
Country,Dumb & Poetic
Country,Slim Pickins
Country,Fifteen
Country,Sparks Fly (Taylor’s Version)
Country,The Very First Night (Taylor's Version) (From the Vault)
Country,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version)
Country,Message in a Bottle (Taylor's Version) (From the Vault)
Country,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From the Vault)
Country,White Horse
Country,Speak Now (Taylor's Version)
Country,I Can Fix Him (No Really I Can)
Country,Yoü and I
Country,On The Road Again
Country,Haunted
Country,Dear John (Taylor's Version)
Country,Sad Beautiful Tragic (Taylor's Version)
Country,Long Live
Country,Long Live (Taylor's Version)
Country,Mean (Taylor's Version)
Country,Last Kiss
Country,The Story of Us (Taylor's Version)
Country,I Almost Do (Taylor's Version)
Country,Big Iron
Country,Begin Again (Taylor's Version)
Country,Dear God
Country,Take It Easy - 2013 Remaster
Country,Lie to Girls
Country,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version)
Country,Need You Now
Country,Be My Angel
Country,come out and play
Country,Holy Ground (Taylor's Version)
Country,I Am Trying to Break Your Heart
Country,Stay Stay Stay (Taylor's Version)
Country,Fifteen (Taylor’s Version)
Country,Better Man (Taylor's Version) (From the Vault)
Country,Babe (Taylor's Version) (From the Vault)
Country,Tennessee Whiskey
Country,Come Back...Be Here (Taylor's Version)
Country,The Lucky One (Taylor's Version)
Country,Desperado
Country,Forever & Always (Taylor’s Version)
Country,Haunted (Taylor's Version)
Country,That Don't Impress Me Much
Country,Ode to a Conversation Stuck in Your Throat
Country,Don't Pass Me By
Country,The Gambler
Country,Teardrops on My Guitar - Radio Single Remix
Country,Get Rhythm
Country,White Horse (Taylor’s Version)
Country,Meant to Be (feat. Florida Georgia Line)
Country,Going to California - Remaster
Country,You should be sad
Country,Last Kiss (Taylor's Version)
Country,Soon You’ll Get Better (feat. The Chicks)
Country,What Hurts the Most
Country,Can't Fight the Moonlight
Country,Mama Said
Country,Hey Stephen (Taylor’s Version)
Country,Starlight (Taylor's Version)
Country,Never Grow Up
Country,Forever Winter (Taylor's Version) (From the Vault)
Country,Daddy Lessons
Country,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From the Vault)
Country,Give My Love to Rose
Country,"Gone, Gone, Gone"
Country,Safe & Sound - from The Hunger Games Soundtrack
Country,BODYGUARD
Country,16 CARRIAGES
Country,When Emma Falls in Love (Taylor’s Version) (From the Vault)
Country,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From the Vault)
Country,The Moment I Knew (Taylor's Version)
Country,Begin Again
Country,Foolish One (Taylor’s Version) (From the Vault)
Country,Man in Black
Country,Cotton Fields
Country,Back Down South
Country,Why Do You Feel So Down
Disco,Billie Jean
Disco,The Less I Know the Better
Disco,Dancing Queen
Disco,Thriller
Disco,September
Disco,Espresso
Disco,Can't Feel My Face
Disco,I Want You Back
Disco,Kiss Me More (feat. SZA)
Disco,Borderline
Disco,I Was Made for Lovin' You
Disco,Can't Get You Out of My Head
Disco,Let It Happen
Disco,Gimme! Gimme! Gimme! (A Man After Midnight)
Disco,Don't Start Now
Disco,Hung Up
Disco,Treasure
Disco,Stayin' Alive
Disco,Mamma Mia
Disco,Instant Crush (feat. Julian Casablancas)
Disco,Another One Bites The Dust - Remastered 2011
Disco,Adore You
Disco,I Feel It Coming
Disco,Nobody
Disco,Heart of Glass
Disco,Murder on the Dancefloor
Disco,Levitating (feat. DaBaby)
Disco,Say So
Disco,Apple
Disco,24K Magic
Disco,Feather
Disco,Lay All Your Love on Me
Disco,Sugar
Disco,Cake by the Ocean
Disco,One Kiss (with Dua Lipa)
Disco,Flowers
Disco,Dead to Me
Disco,Levitating
Disco,Pretty Girl
Disco,She Wolf
Disco,no tears left to cry
Disco,Feel It Still
Disco,Lose Yourself to Dance (feat. Pharrell Williams)
Disco,You Spin Me Round (Like a Record)
Disco,Karma
Disco,Lavender Haze
Disco,Rock With You - Single Version
Disco,The Spins
Disco,Don't Stop 'Til You Get Enough
Disco,Hard Times
Disco,Break My Heart
Disco,Houdini
Disco,Let's Groove
Disco,Adventure of a Lifetime
Disco,Late Night Talking
Disco,Take a Chance on Me
Disco,Funny Thing
Disco,D.A.N.C.E.
Disco,In Your Eyes
Disco,The Winner Takes It All
Disco,Waterloo
Disco,Uptown Funk (feat. Bruno Mars)
Disco,ABC
Disco,Voyager
Disco,Physical
Disco,Dynamite
Disco,Give Life Back to Music
Disco,How Deep Is Your Love
Disco,Get Lucky (feat. Pharrell Williams)
Disco,Don't Go Breaking My Heart
Disco,CUFF IT
Disco,"Money, Money, Money"
Disco,Super Freak
Disco,More Than a Woman
Disco,Wanna Be Startin' Somethin'
Disco,Cupid - Twin Ver.
Disco,Maneater
Disco,Bejeweled
Disco,Disco
Disco,Out of Time
Disco,motive (with Doja Cat)
Disco,Rain on Me (with Ariana Grande)
Disco,Rush
Disco,Boogie Wonderland
Disco,Houdini
Disco,Giorgio by Moroder
Disco,Super Trouper
Disco,Take My Breath
Disco,I Will Survive
Disco,High Life
Disco,Cold Heart - PNAU Remix
Disco,"Eh, Eh (Nothing Else I Can Say)"
Disco,Chiquitita
Disco,Sacrifice
Disco,The Game of Love
Disco,My Universe
Disco,Rasputin
Disco,Love Again
Disco,22 (Taylor's Version)
Disco,What Is Love
Disco,Prisoner (feat. Dua Lipa)
Disco,About Damn Time
Disco,In the Night
Disco,Nothing Breaks Like a Heart (feat. Miley Cyrus)
Disco,Within
Disco,I Can Do It with a Broken Heart
Disco,Short Circuit
Disco,Daddy Cool
Disco,Welcome to New York
Disco,I'm So Excited
Disco,Midnight Sky
Disco,My Type
Disco,Get Lucky (radio edit) [feat. Pharrell Williams]
Disco,'Cause I'm a Man
Disco,Groove Is in the Heart
Disco,Voulez-Vous
Disco,Touch (feat. Paul Williams)
Disco,Greedy
Disco,Cheri Cheri Lady
Disco,Fernando
Disco,The Feels
Disco,bye
Disco,Beyond
Disco,Juice
Disco,Blame It on the Boogie
Disco,Play That Funky Music
Disco,Canned Heat
Disco,We Might Even Be Falling in Love (Interlude)
Disco,Dancing With Our Hands Tied
Disco,Love Never Felt So Good
Disco,Self Control
Disco,Fragments of Time (feat. Todd Edwards)
Disco,Sorry
Disco,AMERICA HAS A PROBLEM
Disco,Jungle Boogie
Disco,"Knowing Me, Knowing You"
Disco,Summerboy
Disco,I'm Coming Out
Disco,Now That We Don't Talk (Taylor's Version) (From the Vault)
Disco,Rock with You
Disco,Hallucinate
Disco,Too Long
Disco,You Sexy Thing
Disco,I CAN'T STOP ME
Disco,Training Season
Disco,Holiday
Disco,Stayin Alive
Disco,How Will I Know
Disco,Motherboard
Disco,Blow Your Mind (Mwah)
Disco,Water Under the Bridge
Disco,After LIKE
Disco,Pretty Please
Disco,Contact
Disco,Baby Be Mine
Disco,Hot Stuff
Disco,How Do I Make You Love Me?
Disco,Kung Fu Fighting
Disco,Reflektor
Disco,Feel Special
Disco,Atomic
Disco,It's Raining Men
Disco,Celebration
Disco,The Heart Part 5
Disco,Upside Down
Disco,Does Your Mother Know
Disco,Angeleyes
Disco,Finesse - Remix; feat. Cardi B
Disco,Skate
Disco,Venus
Disco,Birthday
Disco,Get Down On It
Disco,Future Nostalgia
Disco,Stupid Love
Disco,Sunny
Disco,Read your Mind
Disco,Comme des Garçons (Like the Boys)
Disco,SOS
Disco,Off the Wall
Disco,AMERICA HAS A PROBLEM (feat. Kendrick Lamar)
Disco,Chained to the Rhythm
Disco,Miss You
Disco,Ocean Drive
Disco,The Weekend - Funk Wav Remix
Disco,Hits Different
Disco,Be Sweet
Disco,Love Train
Disco,Cosmic Girl
Disco,Little L
Disco,Be Alright
Disco,Love at First Sight
Disco,A Lonely Night
Disco,Baby I'm Yours
Disco,"Night Fever - From ""Saturday Night Fever"" Soundtrack"
Disco,Cupid
Disco,Cool
Disco,We're Good
Disco,I'm Every Woman
Disco,In Your Eyes
Disco,I Have a Dream
Hiphop,The Real Slim Shady
Hiphop,All the Stars (with SZA)
Hiphop,Nights
Hiphop,Chanel
Hiphop,P.I.M.P.
Hiphop,No Idea
Hiphop,ELEMENT.
Hiphop,Love Is Only a Feeling
Hiphop,Accordion
Hiphop,Hoe Cakes
Hiphop,Close to You
Hiphop,L$D
Hiphop,Swim Good
Hiphop,How You Like That
Hiphop,REEL IT IN
Hiphop,Changes
Hiphop,Cupid's Chokehold / Breakfast in America
Hiphop,Pt. 2
Hiphop,IFHY (feat. Pharrell)
Hiphop,Mercy
Hiphop,Mo Bamba
Hiphop,Niggas in Paris
Hiphop,Pick up the Phone
Hiphop,X Gon' Give It To Ya
Hiphop,Too Good
Hiphop,Check the Rhime
Hiphop,Dang! (feat. Anderson .Paak)
Hiphop,Ms. Fat Booty
Hiphop,Sidewalks
Hiphop,Fake Love
Hiphop,Money Longer
Hiphop,For Free? - Interlude
Hiphop,Raid
Hiphop,Saint Pablo
Hiphop,Spaceship
Hiphop,Futura Free
Hiphop,Rhymes Like Dimes
Hiphop,Pray for Me (with Kendrick Lamar)
Hiphop,You Got Me
Hiphop,I Don't Fuck with You
Hiphop,679 (Feat. Remy Boyz)
Hiphop,How We Do
Hiphop,Jumpman
Hiphop,Chum
Hiphop,Poppin' Them Thangs
Hiphop,Rack City
Hiphop,Highlights
Hiphop,School Spirit
Hiphop,AMERICA HAS A PROBLEM (feat. Kendrick Lamar)
Hiphop,Low Lights
Hiphop,Passin' Me By
Hiphop,The Illest Villains
Hiphop,The Message
Hiphop,Do for Love
Hiphop,Party Up
Hiphop,I Wanna Love You
Hiphop,Right My Wrongs
Hiphop,BOOGIE
Hiphop,Dreams
Hiphop,Practice
Hiphop,No Heart
Hiphop,Tunnel Vision
Hiphop,Work
Hiphop,The Light
Hiphop,Hiss
Hiphop,Wake Up Mr. West
Hiphop,Runnin'
Hiphop,Doing It Wrong
Hiphop,Devastated
Hiphop,Ruff Ryders' Anthem
Hiphop,X (feat. Future)
Hiphop,Mathematics
Hiphop,Clan in da Front
Hiphop,Day 'n' Nite
Hiphop,Ass Like That
Hiphop,RICKY
Hiphop,Bitch Please II
Hiphop,Nas Is Like
Hiphop,Find a Way
Hiphop,Sunshine
Hiphop,Come Down
Hiphop,Excuse Me
Hiphop,23
Hiphop,edamame (feat. Rich Brian)
Hiphop,Back to Back
Hiphop,My Type
Hiphop,Did It On’em
Hiphop,Lift Yourself
Hiphop,Digits
Hiphop,School Spirit Skit 1
Hiphop,Encore
Hiphop,Magic (feat. Rivers Cuomo)
Hiphop,instagram
Hiphop,If I Ruled The World (Imagine That) (feat. Lauryn Hill)
Hiphop,I Get the Bag (feat. Migos)
Hiphop,Big Fish
Hiphop,Definition
Hiphop,Hip Hop
Hiphop,Hip-Hop
Hiphop,Slippery (feat. Gucci Mane)
Hiphop,Cherry Bomb
Hiphop,Locked Up
Hiphop,lowkey
Hiphop,Yet to Come
Hiphop,Really Doe
Hiphop,No Vaseline
Hiphop,LEFT RIGHT
Hiphop,Bamboo Banga
Hiphop,Sound of da Police
Hiphop,N.O
Hiphop,El Chupa Nibre
Hiphop,Under Ground Kings
Hiphop,Hell On Earth (Front Lines)
Hiphop,STUNTMAN (feat. Vince Staples)
Hiphop,Haegeum
Hiphop,Vaudeville Villain
Hiphop,Canal St. (feat. Bones)
Hiphop,Fig Leaf Bi-Carbonate
Hiphop,Roman's Revenge
Hiphop,We Paid (feat. 42 Dugg)
Hiphop,Mind Playing Tricks on Me
Hiphop,I Luv It
Hiphop,How Many Mics
Hiphop,Touch the Sky (feat. Lupe Fiasco)
Hiphop,pRETTy
Hiphop,Saved
Hiphop,Harder Than You Think
Hiphop,Testify
Hiphop,Simon Says
Hiphop,THat Part
Hiphop,Who Dat
Hiphop,Picture Me Rollin'
Hiphop,Concrete Schoolyard
Hiphop,Luck Of Lucien
Hiphop,Crazy World
Hiphop,Ridin' Solo
Hiphop,Saliva
Hiphop,BTS Cypher PT.3: KILLER
Hiphop,Be (Intro)
Hiphop,Next Level Charli
Hiphop,Signs
Hiphop,Everything Is Fair
Hiphop,What’s New
Hiphop,Two Dope Boyz (In a Cadillac)
Hiphop,Da Rockwilder
Hiphop,Street Dreams
Hiphop,I'm Still
Hiphop,Put Your Hands Where My Eyes Could See
Hiphop,Steve Berman (Skit)
Hiphop,Sunrise
Hiphop,Flute Loop
Hiphop,You See Me
Hiphop,Rebel Without a Pause
Hiphop,Still Don't Give a Fuck
Hiphop,2 Phones
Hiphop,Tiimmy Turner
Hiphop,Stunnin' (feat. Harm Franklin)
Hiphop,Hard
Hiphop,Weston Road Flows
Hiphop,Scott Mescudi Vs. The World
Hiphop,Fastlane
Hiphop,Glowed Up
Hiphop,Brown Skin Lady
Hiphop,Where I'm From
Hiphop,Antidote
Hiphop,Da Rockwilder
Hiphop,Blessings
Hiphop,Perfect Hair
Hiphop,"Flex (Ooh, Ooh, Ooh)"
Hiphop,Worst Comes To Worst
Hiphop,The Ruler's Back
Hiphop,Shorty Wanna Be a Thug
Hiphop,Wheelz of Steel
Hiphop,Provider
Hiphop,Everybody
Hiphop,Invocation
Hiphop,Fight Night
Hiphop,Big Rings
Hiphop,How Many Drinks?
Hiphop,The Bird
Hiphop,Love
Hiphop,Loud
Hiphop,Got
Hiphop,Light Speed
Hiphop,Don't Mind
Hiphop,New World Water
Hiphop,Forgot About Dre (feat. Eminem)
Hiphop,Guess Who's Back
Hiphop,Burn Sumthin
Hiphop,The Start of Your Ending (41st Side)
Hiphop,"Fix Up, Look Sharp"
Hiphop,Arrow Root
Hiphop,Lyrics to Go
Hiphop,Initiation
Hiphop,I'm Cool (Interlude)
Hiphop,I Ain't No Joke
Hiphop,Infrared
Hiphop,Roof
Hiphop,Yo Yeah
Hiphop,What Up Man
Jazz,Back to Black
Jazz,Rehab
Jazz,EARFQUAKE
Jazz,You Know I'm No Good
Jazz,Tears Dry on Their Own
Jazz,What a Wonderful World
Jazz,Show Me How
Jazz,Put Your Records On
Jazz,Super Rich Kids
Jazz,Love Is a Losing Game
Jazz,Respect
Jazz,Hit the Road Jack
Jazz,The National Anthem
Jazz,Don't Know Why
Jazz,Feeling Good
Jazz,Mercy
Jazz,My Way
Jazz,you should see me in a crown
Jazz,He Can Only Hold Her
Jazz,United in Grief
Jazz,Pink Matter
Jazz,Pretty When You Cry
Jazz,At Last
Jazz,Them Changes
Jazz,Funny Thing
Jazz,From the Start
Jazz,Come Away with Me
Jazz,Wake Up Alone
Jazz,Forrest Gump
Jazz,Nobody Gets Me
Jazz,The Other Woman
Jazz,Just Friends
Jazz,To Build a Home
Jazz,Some Unholy War
Jazz,Me & Mr Jones
Jazz,It's Oh So Quiet
Jazz,Smooth Operator - Single Version
Jazz,The Christmas Song (Merry Christmas To You)
Jazz,Somethin' Stupid
Jazz,my future
Jazz,Feeling Good
Jazz,Sunrise
Jazz,Strangers in the Night
Jazz,Englishman in New York
Jazz,Giorgio by Moroder
Jazz,I Put a Spell on You
Jazz,L’AMOUR DE MA VIE
Jazz,HOT WIND BLOWS (feat. Lil Wayne)
Jazz,Monks
Jazz,I'd Rather Go Blind
Jazz,White
Jazz,xanny
Jazz,Kiss Of Life
Jazz,Start
Jazz,I Like Me Better
Jazz,u
Jazz,So What
Jazz,Juna
Jazz,Like a Tattoo
Jazz,That's Life
Jazz,Turn Me On
Jazz,On & On
Jazz,Take Five
Jazz,Not Just Money
Jazz,Falling Behind
Jazz,Addicted
Jazz,Blue in Green
Jazz,Loving Is Easy
Jazz,Candyman
Jazz,Riot!
Jazz,Fly Me to the Moon
Jazz,L-O-V-E
Jazz,He Won't Go
Jazz,Just the Two of Us (feat. Bill Withers)
Jazz,Fly Me to the Moon (In Other Words)
Jazz,Didn't Cha Know
Jazz,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)
Jazz,La vie en rose
Jazz,End
Jazz,Valerie (Feat. Amy Winehouse) - Version Revisited
Jazz,Cold Shoulder
Jazz,Beyond the Sea
Jazz,Momma
Jazz,For Free? - Interlude
Jazz,False God
Jazz,My Funny Valentine
Jazz,Chan Chan
Jazz,Unforgettable
Jazz,Think
Jazz,Strawberry Blond
Jazz,Santa Baby
Jazz,Spooky
Jazz,No Ordinary Love
Jazz,The Thrill Is Gone
Jazz,Dirty Work
Jazz,Do It Again
Jazz,Don't Worry Be Happy
Jazz,What You Won't Do for Love
Jazz,In A Sentimental Mood
Jazz,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007"
Jazz,Georgia on My Mind
Jazz,Home
Jazz,The Girl From Ipanema
Jazz,Jazz (We've Got)
Jazz,My Favorite Part
Jazz,By Your Side
Jazz,Fever
Jazz,Haven't Met You Yet
Jazz,Winter Wonderland
Jazz,Death of a Bachelor
Jazz,Like a Star
Jazz,Fuck Me Pumps
Jazz,I Don't Want to Set the World on Fire
Jazz,Wasted Summers
Jazz,A Sunday Kind of Love
Jazz,Time Moves Slow
Jazz,The Heart Part 5
Jazz,Smooth Operator
Jazz,Your Love Is King
Jazz,Best for Last
Jazz,I Know
Jazz,Seven Years
Jazz,The Way You Look Tonight
Jazz,Everything
Jazz,SAOKO
Jazz,I Fall in Love Too Easily
Jazz,Complexion (A Zulu Love)
Jazz,Sleigh Ride
Jazz,Freddie Freeloader
Jazz,Everybody Loves Somebody
Jazz,For Sale? - Interlude
Jazz,Watermelon Man
Jazz,Moondance
Jazz,A Night To Remember
Jazz,My Baby Just Cares for Me
Jazz,Dragonball Durag
Jazz,Santa Claus Is Coming to Town
Jazz,I've Got You Under My Skin
Jazz,The Illest Villains
Jazz,All Blues
Jazz,Sinnerman
Jazz,Take Five
Jazz,The Sweetest Taboo
Jazz,Fast as You Can
Jazz,Mortal Man
Jazz,I've Got a Woman
Jazz,Flamenco Sketches
Jazz,Jingle Bells
Jazz,My Same
Jazz,ゆめうつつ
Jazz,Strange Fruit
Jazz,Sway
Jazz,There’d Better Be a Mirrorball
Jazz,Like Someone in Love
Jazz,Just The Two Of Us
Jazz,Shoot the Moon
Jazz,The First Taste
Jazz,Stronger Than Me
Jazz,Rainbows
Jazz,Wolf
Jazz,I'll Be Seeing You
Jazz,La vie en rose
Jazz,Cry Me a River
Jazz,Honeymoon
Jazz,Fragile
Jazz,Ain't That a Kick in the Head
Jazz,Life in a Glasshouse
Jazz,Solitude
Jazz,Feelin' the Same Way
Jazz,In the Mood
Jazz,Sweet About Me
Jazz,Paradise
Jazz,Is It a Crime
Jazz,Blue Moon
Jazz,Seven Days in Sunny June
Jazz,Lazarus
Jazz,This Will Be (An Everlasting Love)
Jazz,I've Got to See You Again
Jazz,My Favorite Things
Jazz,Come Fly With Me
Jazz,Goodbye Pork Pie Hat
Jazz,Lonestar
Jazz,"Theme from New York, New York"
Jazz,I Put a Spell on You
Jazz,"Baby, It's Cold Outside"
Jazz,(There Is) No Greater Love
Jazz,PLASTIC OFF THE SOFA
Jazz,Cold Cold Heart
Jazz,Stormy Weather
Jazz,二十歳の恋
Jazz,Candy Necklace (feat. Jon Batiste)
Jazz,I'll Be Home for Christmas
Jazz,Cheek to Cheek
Jazz,The Nearness of You
Jazz,Cherish the Day
Jazz,Swish Swish
Jazz,All Of Me
Jazz,Humility (feat. George Benson)
Jazz,That Home
Jazz,In My Bed
Metal,Chop Suey!
Metal,In the End
Metal,Numb
Metal,Bring Me to Life
Metal,Toxicity
Metal,Killing in the Name
Metal,Welcome to the Jungle
Metal,Highway to Hell
Metal,Back in Black
Metal,Faint
Metal,Lonely Day
Metal,Enter Sandman
Metal,Paranoid
Metal,One Step Closer
Metal,I Hate Everything About You
Metal,Paradise City
Metal,What I've Done
Metal,Aerials
Metal,Nothing Else Matters
Metal,Crawling
Metal,B.Y.O.B.
Metal,Freak on a Leash
Metal,Last Resort
Metal,Thunderstruck
Metal,Somewhere I Belong
Metal,Change (In the House of Flies)
Metal,You Shook Me All Night Long
Metal,Papercut
Metal,My Own Summer (Shove It)
Metal,Break Stuff
Metal,Duality
Metal,Master of Puppets
Metal,Breaking the Habit
Metal,Ace of Spades
Metal,Wait and Bleed
Metal,Down With the Sickness
Metal,Bulls on Parade
Metal,My Immortal
Metal,Nights
Metal,Before I Forget
Metal,Bleed It Out
Metal,Animal I Have Become
Metal,Going Under
Metal,Crazy Train
Metal,Iron Man
Metal,Be Quiet and Drive (Far Away)
Metal,One
Metal,Behind Blue Eyes
Metal,Bodies
Metal,Knockin' on Heaven's Door
Metal,Sugar
Metal,Du hast
Metal,The Unforgiven
Metal,Psychosocial
Metal,Hypnotize
Metal,Guerrilla Radio
Metal,Sonne
Metal,Lying from You
Metal,ATWA
Metal,Leave Out All the Rest
Metal,Dragula
Metal,Falling Away From Me
Metal,Rollin' (Air Raid Vehicle)
Metal,Prison Song
Metal,Bombtrack
Metal,Violent Pornography
Metal,Sextape
Metal,Tears Don't Fall
Metal,Got the Life
Metal,Walk
Metal,Given Up
Metal,Points of Authority
Metal,you should see me in a crown
Metal,Sad but True
Metal,Cowboys From Hell
Metal,Take a Look Around
Metal,Wake Up
Metal,Deer Dance
Metal,Hells Bells
Metal,From the Inside
Metal,Runaway
Metal,Digital Bath
Metal,Cigaro
Metal,The Beautiful People
Metal,Raining Blood
Metal,Scars
Metal,Through Glass
Metal,Coming Undone
Metal,A Place for My Head
Metal,Can You Feel My Heart
Metal,Stricken
Metal,Radio/Video
Metal,War Pigs
Metal,Poison
Metal,With You
Metal,Question!
Metal,My Way
Metal,Know Your Enemy
Metal,Schism
Metal,Cherry Waves
Metal,Mascara
Metal,Lush Life
Metal,Breaking the Law
Metal,Sleep Now in the Fire
Metal,Drag Me Down
Metal,Don't Stay
Metal,Rock You Like a Hurricane
Metal,Forest
Metal,The Diary of Jane
Metal,Blind
Metal,I'm So Sick
Metal,(Dream)
Metal,By Myself
Metal,Needles
Metal,Patience
Metal,Psycho
Metal,Everybody's Fool
Metal,Fuel
Metal,Testify
Metal,Call Me When You're Sober
Metal,Whiskey in the Jar
Metal,Bounce
Metal,Sweet Dreams (Are Made of This)
Metal,The Hand That Feeds
Metal,Live and Let Die
Metal,Spiders
Metal,Pushing Me Away
Metal,Rock And Roll All Nite
Metal,Battery
Metal,Kickstart My Heart
Metal,Bullet in the Head
Metal,Take the Power Back
Metal,Twisted Transistor
Metal,Lost in Hollywood
Metal,Shimmy
Metal,Pain
Metal,Tainted Love
Metal,Wherever I May Roam
Metal,Forgotten
Metal,Around the Fur
Metal,Symphony of Destruction
Metal,Hit the Floor
Metal,People = Shit
Metal,My Generation
Metal,Passenger
Metal,Holy Diver
Metal,Revenga
Metal,Science
Metal,Youth of the Nation
Metal,Run to the Hills
Metal,Them Bones
Metal,Snuff
Metal,Jet Pilot
Metal,Engel
Metal,Ich will
Metal,Getting Away with Murder
Metal,I-E-A-I-A-I-O
Metal,X
Metal,Mary on a Cross
Metal,Spit It Out
Metal,Figure.09
Metal,Nookie
Metal,Angel of Death
Metal,The Pot
Metal,Easier to Run
Metal,Mother
Metal,Amerika
Metal,Epic
Metal,Living Dead Girl
Metal,It's Been Awhile
Metal,Fade to Black
Metal,First It Giveth
Metal,We're Not Gonna Take It
Metal,Stinkfist
Metal,Judith
Metal,I Stand Alone
Metal,School's Out
Metal,Bat Country
Metal,You Could Be Mine
Metal,Vicinity of Obscenity
Metal,Vicarious
Metal,Diamond Eyes
Metal,Civil War
Metal,For Whom the Bell Tolls
Metal,Cemetery Gates
Metal,The Number of the Beast
Metal,Rosemary
Metal,Word Up!
Metal,Renegades of Funk
Metal,Y'all Want A Single
Metal,Session
Metal,Nobody's Listening
Metal,Sober
Metal,Sad Statue
Metal,Suite-Pee
Metal,Innervision
Metal,Please Please Please Let Me Get What I Want - 2005 Remaster
Metal,People of the Sun
Metal,Parabola
Metal,Planet Caravan
Pop,Feel Good Inc.
Pop,Yellow
Pop,Viva la Vida
Pop,Poker Face
Pop,The Scientist
Pop,Kids
Pop,Billie Jean
Pop,Somebody Told Me
Pop,Pumped Up Kicks
Pop,Bad Romance
Pop,Wonderwall
Pop,Toxic
Pop,Heartless
Pop,Take on Me
Pop,Clocks
Pop,Rolling in the Deep
Pop,I Kissed a Girl
Pop,Just Dance
Pop,Fix You
Pop,Somebody That I Used to Know
Pop,Everybody Wants to Rule the World
Pop,Back to Black
Pop,Clint Eastwood
Pop,Paparazzi
Pop,Hey Ya!
Pop,Umbrella
Pop,The Less I Know the Better
Pop,Summertime Sadness
Pop,Every Breath You Take
Pop,Somewhere Only We Know
Pop,Chasing Cars
Pop,Losing My Religion
Pop,Dog Days Are Over
